Date,Streamflow,id,name,country,river
2013-05-16,2620.45,7303,Lower Sesan 2,Cambodia,Sesan
2013-06-16,5881.08,7303,Lower Sesan 2,Cambodia,Sesan
2013-07-16,7305.32,7303,Lower Sesan 2,Cambodia,Sesan
2013-08-16,8933.54,7303,Lower Sesan 2,Cambodia,Sesan
2013-09-16,5536.57,7303,Lower Sesan 2,Cambodia,Sesan
2013-11-16,5329.6,7303,Lower Sesan 2,Cambodia,Sesan
2013-12-16,1711.1,7303,Lower Sesan 2,Cambodia,Sesan
2014-01-16,203.37,7303,Lower Sesan 2,Cambodia,Sesan
2014-02-16,149.09,7303,Lower Sesan 2,Cambodia,Sesan
2014-03-16,81.64,7303,Lower Sesan 2,Cambodia,Sesan
2014-04-16,922.61,7303,Lower Sesan 2,Cambodia,Sesan
2014-05-16,1606.11,7303,Lower Sesan 2,Cambodia,Sesan
2014-06-16,3034.34,7303,Lower Sesan 2,Cambodia,Sesan
2014-07-16,5101.12,7303,Lower Sesan 2,Cambodia,Sesan
2014-08-16,7590.34,7303,Lower Sesan 2,Cambodia,Sesan
2014-09-16,8935.74,7303,Lower Sesan 2,Cambodia,Sesan
2014-11-16,3011.89,7303,Lower Sesan 2,Cambodia,Sesan
2014-12-16,1200.51,7303,Lower Sesan 2,Cambodia,Sesan
2015-01-16,477.56,7303,Lower Sesan 2,Cambodia,Sesan
2015-02-16,118.92,7303,Lower Sesan 2,Cambodia,Sesan
2015-03-16,132.16,7303,Lower Sesan 2,Cambodia,Sesan
2015-04-16,374.16,7303,Lower Sesan 2,Cambodia,Sesan
2015-05-16,2590.11,7303,Lower Sesan 2,Cambodia,Sesan
2015-06-16,3161.3,7303,Lower Sesan 2,Cambodia,Sesan
2015-07-16,5677.09,7303,Lower Sesan 2,Cambodia,Sesan
2015-08-16,6539.49,7303,Lower Sesan 2,Cambodia,Sesan
2015-09-16,6669.6,7303,Lower Sesan 2,Cambodia,Sesan
2015-11-16,2840.56,7303,Lower Sesan 2,Cambodia,Sesan
2015-12-16,511.17,7303,Lower Sesan 2,Cambodia,Sesan
2016-01-16,452.48,7303,Lower Sesan 2,Cambodia,Sesan
2016-02-16,157.96,7303,Lower Sesan 2,Cambodia,Sesan
2016-03-16,124.18,7303,Lower Sesan 2,Cambodia,Sesan
2016-04-16,100.01,7303,Lower Sesan 2,Cambodia,Sesan
2016-05-16,957.17,7303,Lower Sesan 2,Cambodia,Sesan
2016-06-16,5033.08,7303,Lower Sesan 2,Cambodia,Sesan
2016-07-16,6795.43,7303,Lower Sesan 2,Cambodia,Sesan
2016-08-16,6062.79,7303,Lower Sesan 2,Cambodia,Sesan
2016-09-16,9752.2,7303,Lower Sesan 2,Cambodia,Sesan
2016-11-16,5059.95,7303,Lower Sesan 2,Cambodia,Sesan
2016-12-16,795.11,7303,Lower Sesan 2,Cambodia,Sesan
2017-01-16,884.97,7303,Lower Sesan 2,Cambodia,Sesan
2017-02-16,385.6,7303,Lower Sesan 2,Cambodia,Sesan
2017-03-16,214.79,7303,Lower Sesan 2,Cambodia,Sesan
2017-04-16,791.02,7303,Lower Sesan 2,Cambodia,Sesan
2017-05-16,3502.98,7303,Lower Sesan 2,Cambodia,Sesan
2017-06-16,5707.91,7303,Lower Sesan 2,Cambodia,Sesan
2017-07-16,5378.06,7303,Lower Sesan 2,Cambodia,Sesan
2017-08-16,7873.55,7303,Lower Sesan 2,Cambodia,Sesan
2017-09-16,7817.5,7303,Lower Sesan 2,Cambodia,Sesan
2017-11-16,3374.09,7303,Lower Sesan 2,Cambodia,Sesan
2017-12-16,1286.91,7303,Lower Sesan 2,Cambodia,Sesan
2018-01-16,368.4,7303,Lower Sesan 2,Cambodia,Sesan
2018-02-16,165.01,7303,Lower Sesan 2,Cambodia,Sesan
2018-03-16,284.65,7303,Lower Sesan 2,Cambodia,Sesan
2018-04-16,204.18,7303,Lower Sesan 2,Cambodia,Sesan
2018-05-16,2354.33,7303,Lower Sesan 2,Cambodia,Sesan
2018-06-16,6499.66,7303,Lower Sesan 2,Cambodia,Sesan
2018-07-16,5124.45,7303,Lower Sesan 2,Cambodia,Sesan
2018-08-16,7501.54,7303,Lower Sesan 2,Cambodia,Sesan
2018-09-16,7253.47,7303,Lower Sesan 2,Cambodia,Sesan
2018-11-16,3101.47,7303,Lower Sesan 2,Cambodia,Sesan
2018-12-16,1222.21,7303,Lower Sesan 2,Cambodia,Sesan
2019-01-16,541.88,7303,Lower Sesan 2,Cambodia,Sesan
2019-02-16,190.55,7303,Lower Sesan 2,Cambodia,Sesan
