Date,Streamflow,id,name,country,river
2013-05-16,230.01,6999,Nam Theun 2,Laos,Nam Theun
2013-06-16,99.89,6999,Nam Theun 2,Laos,Nam Theun
2013-07-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2013-08-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2013-09-16,926.69,6999,Nam Theun 2,Laos,Nam Theun
2013-11-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2013-12-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2014-01-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2014-02-16,228.07,6999,Nam Theun 2,Laos,Nam Theun
2014-03-16,294.66,6999,Nam Theun 2,Laos,Nam Theun
2014-04-16,729.11,6999,Nam Theun 2,Laos,Nam Theun
2014-05-16,9.89,6999,Nam Theun 2,Laos,Nam Theun
2014-06-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2014-07-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2014-08-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2014-09-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2014-11-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2014-12-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2015-01-16,68.3,6999,Nam Theun 2,Laos,Nam Theun
2015-02-16,130.57,6999,Nam Theun 2,Laos,Nam Theun
2015-03-16,386.78,6999,Nam Theun 2,Laos,Nam Theun
2015-04-16,205.98,6999,Nam Theun 2,Laos,Nam Theun
2015-05-16,171.52,6999,Nam Theun 2,Laos,Nam Theun
2015-06-16,181.4,6999,Nam Theun 2,Laos,Nam Theun
2015-07-16,70.87,6999,Nam Theun 2,Laos,Nam Theun
2015-08-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2015-09-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2015-11-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
2015-12-16,145.7,6999,Nam Theun 2,Laos,Nam Theun
2016-01-16,762.0,6999,Nam Theun 2,Laos,Nam Theun
2016-02-16,0.0,6999,Nam Theun 2,Laos,Nam Theun
